Latitude,Longitude,Year-Month,Temperature
53.5,7.0,2007-09,289.297
53.5,7.0,2007-10,286.273
53.5,7.0,2007-11,282.577
53.5,7.0,2007-12,279.642
53.5,7.0,2008-01,277.821
53.5,7.0,2008-02,278.056
53.5,7.0,2008-03,279.356
53.5,7.0,2008-04,281.603
53.5,7.0,2008-05,286.082
53.5,7.0,2008-06,289.223
53.5,7.0,2008-07,291.463
53.5,7.0,2008-08,291.882
53.5,7.0,2008-09,289.797
53.5,7.0,2008-10,286.015
53.5,7.0,2008-11,282.636
53.5,7.0,2008-12,279.181
53.5,7.0,2009-01,276.804
53.5,7.0,2009-02,275.190
53.5,7.0,2009-03,277.873
53.5,7.0,2009-04,281.996
53.5,7.0,2009-05,285.321
53.5,7.0,2009-06,288.581
53.5,7.0,2009-07,291.976
53.5,7.0,2009-08,292.616
53.5,7.0,2009-09,290.095
53.5,7.0,2009-10,286.062
53.5,7.0,2009-11,283.062
53.5,7.0,2009-12,280.245
53.5,7.0,2010-01,276.742
53.5,7.0,2010-02,274.406
53.5,7.0,2010-03,276.084
53.5,7.0,2010-04,281.047
53.5,7.0,2010-05,283.756
53.5,7.0,2010-06,287.754
53.5,7.0,2010-07,292.592
53.5,7.0,2010-08,292.459
53.5,7.0,2010-09,289.182
53.5,7.0,2010-10,285.903
53.5,7.0,2010-11,282.304
54.0,8.75,1993-01,276.812
54.0,8.75,1993-02,276.493
54.0,8.75,1993-03,277.248
54.0,8.75,1993-04,280.791
54.0,8.75,1993-05,286.572
54.0,8.75,1993-06,289.050
54.0,8.75,1993-07,289.795
54.0,8.75,1993-08,289.810
54.0,8.75,1993-09,287.449
54.0,8.75,1993-10,284.428
54.0,8.75,1993-11,280.618
54.0,8.75,1993-12,277.170
54.0,8.75,1994-01,276.855
54.0,8.75,1994-02,275.819
54.0,8.75,1994-03,277.280
54.0,8.75,1994-04,281.170
54.0,8.75,1994-05,285.513
54.0,8.75,1994-06,288.130
54.0,8.75,1994-07,293.640
54.0,8.75,1994-08,293.025
54.0,8.75,1994-09,288.447
54.0,8.75,1994-10,284.625
54.0,8.75,1994-11,281.887
54.0,8.75,1994-12,280.115
54.0,8.75,1995-01,277.645
54.0,8.75,1995-02,277.909
54.0,8.75,1995-03,278.132
54.0,8.75,1995-04,280.905
54.0,8.75,1995-05,285.011
54.0,8.75,1995-06,288.308
54.0,8.75,1995-07,292.639
54.0,8.75,1995-08,294.188
54.0,8.75,1995-09,289.585
54.0,8.75,1995-10,286.097
54.0,8.75,1995-11,281.171
54.0,8.75,1995-12,277.505
54.0,8.75,1996-01,275.443
54.0,8.75,1996-02,272.946
54.0,8.75,1996-03,274.077
54.0,8.75,1996-04,279.024
54.0,8.75,1996-05,283.535
54.0,8.75,1996-06,287.699
54.0,8.75,1996-07,289.503
54.0,8.75,1996-08,292.090
54.0,8.75,1996-09,288.507
54.0,8.75,1996-10,285.414
54.0,8.75,1996-11,281.641
54.0,8.75,1996-12,277.316
54.0,8.75,1997-01,274.205
54.0,8.75,1997-02,276.006
54.0,8.75,1997-03,278.844
54.0,8.75,1997-04,280.887
54.0,8.75,1997-05,284.551
54.0,8.75,1997-06,289.228
54.0,8.75,1997-07,292.320
54.0,8.75,1997-08,294.539
54.0,8.75,1997-09,290.225
54.0,8.75,1997-10,285.348
54.0,8.75,1997-11,280.563
54.0,8.75,1997-12,278.213
54.0,8.75,1998-01,277.530
54.0,8.75,1998-02,277.000
54.0,8.75,1998-03,278.782
54.0,8.75,1998-04,281.795
54.0,8.75,1998-05,286.616
54.0,8.75,1998-06,289.576
54.0,8.75,1998-07,290.441
54.0,8.75,1998-08,291.075
54.0,8.75,1998-09,288.390
54.0,8.75,1998-10,284.478
54.0,8.75,1998-11,280.328
54.0,8.75,1998-12,277.228
54.0,8.75,1999-01,276.856
54.0,8.75,1999-02,276.330
54.0,8.75,1999-03,278.218
54.0,8.75,1999-04,282.507
54.0,8.75,1999-05,285.968
54.0,8.75,1999-06,289.765
54.0,8.75,1999-07,292.407
54.0,8.75,1999-08,292.374
54.0,8.75,1999-09,291.625
54.0,8.75,1999-10,285.909
54.0,8.75,1999-11,281.678
54.0,8.75,1999-12,278.150
54.0,8.75,2000-01,277.065
54.0,8.75,2000-02,277.815
54.0,8.75,2000-03,279.125
54.0,8.75,2000-04,281.690
54.0,8.75,2000-05,287.558
54.0,8.75,2000-06,289.608
54.0,8.75,2000-07,289.621
54.0,8.75,2000-08,291.579
54.0,8.75,2000-09,289.270
54.0,8.75,2000-10,286.099
54.0,8.75,2000-11,282.198
54.0,8.75,2000-12,280.045
54.0,8.75,2001-01,276.936
54.0,8.75,2001-02,276.680
54.0,8.75,2001-03,277.078
54.0,8.75,2001-04,279.976
54.0,8.75,2001-05,285.455
54.0,8.75,2001-06,288.591
54.0,8.75,2001-07,292.481
54.0,8.75,2001-08,292.955
54.0,8.75,2001-09,288.879
54.0,8.75,2001-10,287.136
54.0,8.75,2001-11,282.451
54.0,8.75,2001-12,278.796
54.0,8.75,2002-01,276.152
54.0,8.75,2002-02,278.954
54.0,8.75,2002-03,278.975
54.0,8.75,2002-04,281.873
54.0,8.75,2002-05,286.174
54.0,8.75,2002-06,290.370
54.0,8.75,2002-07,291.133
54.0,8.75,2002-08,294.076
54.0,8.75,2002-09,291.428
54.0,8.75,2002-10,285.476
54.0,8.75,2002-11,280.719
54.0,8.75,2002-12,278.047
54.0,8.75,2003-01,274.889
54.0,8.75,2003-02,274.665
54.0,8.75,2003-03,277.706
54.0,8.75,2003-04,281.201
54.0,8.75,2003-05,286.126
54.0,8.75,2003-06,291.182
54.0,8.75,2003-07,293.190
54.0,8.75,2003-08,294.151
54.0,8.75,2003-09,290.068
54.0,8.75,2003-10,284.647
54.0,8.75,2003-11,280.911
54.0,8.75,2003-12,278.680
54.0,8.75,2004-01,276.575
54.0,8.75,2004-02,277.033
54.0,8.75,2004-03,277.917
54.0,8.75,2004-04,282.289
54.0,8.75,2004-05,285.811
54.0,8.75,2004-06,289.341
54.0,8.75,2004-07,290.663
54.0,8.75,2004-08,293.392
54.0,8.75,2004-09,289.483
54.0,8.75,2004-10,285.268
54.0,8.75,2004-11,281.683
54.0,8.75,2004-12,278.847
54.0,8.75,2005-01,277.937
54.0,8.75,2005-02,275.709
54.0,8.75,2005-03,276.452
54.0,8.75,2005-04,281.667
54.0,8.75,2005-05,285.504
54.0,8.75,2005-06,288.994
54.0,8.75,2005-07,292.467
54.0,8.75,2005-08,290.889
54.0,8.75,2005-09,290.505
54.0,8.75,2005-10,286.797
54.0,8.75,2005-11,283.778
54.0,8.75,2005-12,279.032
54.0,8.75,2006-01,275.948
54.0,8.75,2006-02,275.207
54.0,8.75,2006-03,275.496
54.0,8.75,2006-04,280.677
54.0,8.75,2006-05,285.546
54.0,8.75,2006-06,289.623
54.0,8.75,2006-07,294.602
54.0,8.75,2006-08,293.031
54.0,8.75,2006-09,290.814
54.0,8.75,2006-10,288.006
54.0,8.75,2006-11,282.988
54.0,8.75,2006-12,281.124
54.0,8.75,2007-01,279.645
54.0,8.75,2007-02,278.069
54.0,8.75,2007-03,280.118
54.0,8.75,2007-04,284.080
54.0,8.75,2007-05,287.690
54.0,8.75,2007-06,291.142
54.0,8.75,2007-07,291.549
54.0,8.75,2007-08,292.007
54.0,8.75,2007-09,288.511
54.0,8.75,2007-10,285.714
54.0,8.75,2007-11,281.104
54.0,8.75,2007-12,278.624
54.0,8.75,2008-01,277.397
54.0,8.75,2008-02,277.746
54.0,8.75,2008-03,278.971
54.0,8.75,2008-04,281.771
54.0,8.75,2008-05,287.348
54.0,8.75,2008-06,290.345
54.0,8.75,2008-07,291.694
54.0,8.75,2008-08,291.857
54.0,8.75,2008-09,289.373
54.0,8.75,2008-10,285.475
54.0,8.75,2008-11,281.728
54.0,8.75,2008-12,278.163
54.0,8.75,2009-01,275.572
54.0,8.75,2009-02,275.344
54.0,8.75,2009-03,278.098
54.0,8.75,2009-04,283.047
54.0,8.75,2009-05,286.657
54.0,8.75,2009-06,288.904
54.0,8.75,2009-07,292.297
54.0,8.75,2009-08,292.703
54.0,8.75,2009-09,289.612
54.0,8.75,2009-10,284.217
54.0,8.75,2009-11,282.244
54.0,8.75,2009-12,278.925
54.0,8.75,2010-01,275.195
54.0,8.75,2010-02,273.658
54.0,8.75,2010-03,276.153
54.0,8.75,2010-04,281.692
54.0,8.75,2010-05,284.402
54.0,8.75,2010-06,289.050
54.0,8.75,2010-07,293.845
54.0,8.75,2010-08,292.428
54.0,8.75,2010-09,288.704
54.0,8.75,2010-10,284.917
54.0,8.75,2010-11,281.304
55.5,8.25,1993-01,277.045
55.5,8.25,1993-02,276.860
55.5,8.25,1993-03,276.678
55.5,8.25,1993-04,279.122
55.5,8.25,1993-05,284.087
55.5,8.25,1993-06,287.276
55.5,8.25,1993-07,288.374
55.5,8.25,1993-08,289.250
55.5,8.25,1993-09,287.372
55.5,8.25,1993-10,284.226
55.5,8.25,1993-11,280.391
55.5,8.25,1993-12,277.390
55.5,8.25,1994-01,276.638
55.5,8.25,1994-02,275.303
55.5,8.25,1994-03,275.793
55.5,8.25,1994-04,279.603
55.5,8.25,1994-05,283.925
55.5,8.25,1994-06,286.270
55.5,8.25,1994-07,292.195
55.5,8.25,1994-08,291.812
55.5,8.25,1994-09,288.607
55.5,8.25,1994-10,284.332
55.5,8.25,1994-11,281.819
55.5,8.25,1994-12,280.053
55.5,8.25,1995-01,277.130
55.5,8.25,1995-02,277.219
55.5,8.25,1995-03,277.796
55.5,8.25,1995-04,279.461
55.5,8.25,1995-05,283.140
55.5,8.25,1995-06,286.981
55.5,8.25,1995-07,290.189
55.5,8.25,1995-08,292.118
55.5,8.25,1995-09,289.382
55.5,8.25,1995-10,286.272
55.5,8.25,1995-11,281.908
55.5,8.25,1995-12,277.564
55.5,8.25,1996-01,274.893
55.5,8.25,1996-02,272.634
55.5,8.25,1996-03,272.898
55.5,8.25,1996-04,276.531
55.5,8.25,1996-05,280.726
55.5,8.25,1996-06,285.315
55.5,8.25,1996-07,287.997
55.5,8.25,1996-08,291.120
55.5,8.25,1996-09,288.638
55.5,8.25,1996-10,285.695
55.5,8.25,1996-11,282.216
55.5,8.25,1996-12,277.939
55.5,8.25,1997-01,274.411
55.5,8.25,1997-02,275.517
55.5,8.25,1997-03,277.559
55.5,8.25,1997-04,279.129
55.5,8.25,1997-05,282.884
55.5,8.25,1997-06,287.456
55.5,8.25,1997-07,291.039
55.5,8.25,1997-08,294.243
55.5,8.25,1997-09,290.075
55.5,8.25,1997-10,285.480
55.5,8.25,1997-11,280.980
55.5,8.25,1997-12,278.068
55.5,8.25,1998-01,277.294
55.5,8.25,1998-02,276.661
55.5,8.25,1998-03,277.753
55.5,8.25,1998-04,280.223
55.5,8.25,1998-05,284.466
55.5,8.25,1998-06,287.995
55.5,8.25,1998-07,289.092
55.5,8.25,1998-08,289.971
55.5,8.25,1998-09,288.449
55.5,8.25,1998-10,284.764
55.5,8.25,1998-11,280.467
55.5,8.25,1998-12,277.073
55.5,8.25,1999-01,276.712
55.5,8.25,1999-02,276.477
55.5,8.25,1999-03,277.189
55.5,8.25,1999-04,280.527
55.5,8.25,1999-05,283.767
55.5,8.25,1999-06,288.071
55.5,8.25,1999-07,290.963
55.5,8.25,1999-08,291.703
55.5,8.25,1999-09,291.152
55.5,8.25,1999-10,286.511
55.5,8.25,1999-11,282.555
55.5,8.25,1999-12,279.091
55.5,8.25,2000-01,277.472
55.5,8.25,2000-02,277.515
55.5,8.25,2000-03,277.939
55.5,8.25,2000-04,280.385
55.5,8.25,2000-05,285.768
55.5,8.25,2000-06,287.363
55.5,8.25,2000-07,288.656
55.5,8.25,2000-08,290.349
55.5,8.25,2000-09,289.056
55.5,8.25,2000-10,286.411
55.5,8.25,2000-11,282.892
55.5,8.25,2000-12,280.379
55.5,8.25,2001-01,277.134
55.5,8.25,2001-02,275.797
55.5,8.25,2001-03,275.879
55.5,8.25,2001-04,278.235
55.5,8.25,2001-05,283.145
55.5,8.25,2001-06,286.524
55.5,8.25,2001-07,290.979
55.5,8.25,2001-08,291.834
55.5,8.25,2001-09,289.289
55.5,8.25,2001-10,286.980
55.5,8.25,2001-11,282.831
55.5,8.25,2001-12,279.159
55.5,8.25,2002-01,276.611
55.5,8.25,2002-02,278.076
55.5,8.25,2002-03,278.120
55.5,8.25,2002-04,280.807
55.5,8.25,2002-05,284.571
55.5,8.25,2002-06,289.292
55.5,8.25,2002-07,290.031
55.5,8.25,2002-08,293.358
55.5,8.25,2002-09,291.645
55.5,8.25,2002-10,285.598
55.5,8.25,2002-11,281.091
55.5,8.25,2002-12,277.949
55.5,8.25,2003-01,275.179
55.5,8.25,2003-02,274.960
55.5,8.25,2003-03,276.243
55.5,8.25,2003-04,279.482
55.5,8.25,2003-05,283.971
55.5,8.25,2003-06,289.355
55.5,8.25,2003-07,291.721
55.5,8.25,2003-08,293.416
55.5,8.25,2003-09,289.998
55.5,8.25,2003-10,285.645
55.5,8.25,2003-11,281.612
55.5,8.25,2003-12,279.629
55.5,8.25,2004-01,276.691
55.5,8.25,2004-02,276.704
55.5,8.25,2004-03,276.947
55.5,8.25,2004-04,280.642
55.5,8.25,2004-05,283.818
55.5,8.25,2004-06,287.396
55.5,8.25,2004-07,289.724
55.5,8.25,2004-08,292.508
55.5,8.25,2004-09,289.491
55.5,8.25,2004-10,285.447
55.5,8.25,2004-11,282.485
55.5,8.25,2004-12,279.534
55.5,8.25,2005-01,278.590
55.5,8.25,2005-02,276.219
55.5,8.25,2005-03,275.542
55.5,8.25,2005-04,279.623
55.5,8.25,2005-05,283.196
55.5,8.25,2005-06,286.860
55.5,8.25,2005-07,290.937
55.5,8.25,2005-08,289.916
55.5,8.25,2005-09,289.864
55.5,8.25,2005-10,287.223
55.5,8.25,2005-11,284.178
55.5,8.25,2005-12,279.498
55.5,8.25,2006-01,276.095
55.5,8.25,2006-02,275.697
55.5,8.25,2006-03,275.264
55.5,8.25,2006-04,278.716
55.5,8.25,2006-05,283.881
55.5,8.25,2006-06,287.527
55.5,8.25,2006-07,292.990
55.5,8.25,2006-08,292.817
55.5,8.25,2006-09,290.779
55.5,8.25,2006-10,288.686
55.5,8.25,2006-11,283.950
55.5,8.25,2006-12,281.609
55.5,8.25,2007-01,280.072
55.5,8.25,2007-02,277.796
55.5,8.25,2007-03,279.038
55.5,8.25,2007-04,282.349
55.5,8.25,2007-05,285.516
55.5,8.25,2007-06,290.200
55.5,8.25,2007-07,290.368
55.5,8.25,2007-08,291.213
55.5,8.25,2007-09,288.286
55.5,8.25,2007-10,285.831
55.5,8.25,2007-11,281.833
55.5,8.25,2007-12,279.319
55.5,8.25,2008-01,277.934
55.5,8.25,2008-02,277.715
55.5,8.25,2008-03,278.267
55.5,8.25,2008-04,280.584
55.5,8.25,2008-05,286.229
55.5,8.25,2008-06,288.073
55.5,8.25,2008-07,290.932
55.5,8.25,2008-08,291.659
55.5,8.25,2008-09,289.636
55.5,8.25,2008-10,286.033
55.5,8.25,2008-11,282.341
55.5,8.25,2008-12,279.145
55.5,8.25,2009-01,276.839
55.5,8.25,2009-02,275.383
55.5,8.25,2009-03,277.068
55.5,8.25,2009-04,281.154
55.5,8.25,2009-05,284.841
55.5,8.25,2009-06,287.293
55.5,8.25,2009-07,291.338
55.5,8.25,2009-08,291.757
55.5,8.25,2009-09,289.756
55.5,8.25,2009-10,285.032
55.5,8.25,2009-11,282.383
55.5,8.25,2009-12,279.361
55.5,8.25,2010-01,274.866
55.5,8.25,2010-02,272.793
55.5,8.25,2010-03,274.461
55.5,8.25,2010-04,279.127
55.5,8.25,2010-05,282.258
55.5,8.25,2010-06,286.883
55.5,8.25,2010-07,291.887
55.5,8.25,2010-08,291.807
55.5,8.25,2010-09,288.789
55.5,8.25,2010-10,285.233
55.5,8.25,2010-11,281.391
54.5,8.75,1993-01,276.361
54.5,8.75,1993-02,276.443
54.5,8.75,1993-03,276.542
54.5,8.75,1993-04,280.003
54.5,8.75,1993-05,286.229
54.5,8.75,1993-06,288.963
54.5,8.75,1993-07,289.385
54.5,8.75,1993-08,289.791
54.5,8.75,1993-09,287.171
54.5,8.75,1993-10,283.918
54.5,8.75,1993-11,279.957
54.5,8.75,1993-12,277.031
54.5,8.75,1994-01,276.225
54.5,8.75,1994-02,275.218
54.5,8.75,1994-03,276.333
54.5,8.75,1994-04,280.418
54.5,8.75,1994-05,285.295
54.5,8.75,1994-06,287.852
54.5,8.75,1994-07,293.819
54.5,8.75,1994-08,293.065
54.5,8.75,1994-09,288.264
54.5,8.75,1994-10,284.326
54.5,8.75,1994-11,281.288
54.5,8.75,1994-12,279.422
54.5,8.75,1995-01,276.774
54.5,8.75,1995-02,277.014
54.5,8.75,1995-03,277.650
54.5,8.75,1995-04,280.397
54.5,8.75,1995-05,284.767
54.5,8.75,1995-06,288.028
54.5,8.75,1995-07,292.244
54.5,8.75,1995-08,294.006
54.5,8.75,1995-09,289.388
54.5,8.75,1995-10,285.883
54.5,8.75,1995-11,280.688
54.5,8.75,1995-12,276.641
54.5,8.75,1996-01,274.452
54.5,8.75,1996-02,271.984
54.5,8.75,1996-03,273.190
54.5,8.75,1996-04,278.387
54.5,8.75,1996-05,283.211
54.5,8.75,1996-06,287.434
54.5,8.75,1996-07,289.255
54.5,8.75,1996-08,292.328
54.5,8.75,1996-09,288.637
54.5,8.75,1996-10,285.155
54.5,8.75,1996-11,281.412
54.5,8.75,1996-12,276.499
54.5,8.75,1997-01,272.840
54.5,8.75,1997-02,275.112
54.5,8.75,1997-03,278.220
54.5,8.75,1997-04,280.090
54.5,8.75,1997-05,284.235
54.5,8.75,1997-06,289.071
54.5,8.75,1997-07,292.546
54.5,8.75,1997-08,294.973
54.5,8.75,1997-09,290.227
54.5,8.75,1997-10,284.971
54.5,8.75,1997-11,279.773
54.5,8.75,1997-12,277.510
54.5,8.75,1998-01,276.964
54.5,8.75,1998-02,276.254
54.5,8.75,1998-03,278.155
54.5,8.75,1998-04,281.168
54.5,8.75,1998-05,286.274
54.5,8.75,1998-06,289.381
54.5,8.75,1998-07,290.230
54.5,8.75,1998-08,290.826
54.5,8.75,1998-09,288.072
54.5,8.75,1998-10,284.069
54.5,8.75,1998-11,279.948
54.5,8.75,1998-12,276.623
54.5,8.75,1999-01,276.302
54.5,8.75,1999-02,275.859
54.5,8.75,1999-03,277.497
54.5,8.75,1999-04,281.669
54.5,8.75,1999-05,285.574
54.5,8.75,1999-06,289.679
54.5,8.75,1999-07,292.250
54.5,8.75,1999-08,292.251
54.5,8.75,1999-09,291.470
54.5,8.75,1999-10,285.824
54.5,8.75,1999-11,281.476
54.5,8.75,1999-12,278.059
54.5,8.75,2000-01,276.557
54.5,8.75,2000-02,277.201
54.5,8.75,2000-03,278.340
54.5,8.75,2000-04,281.096
54.5,8.75,2000-05,287.622
54.5,8.75,2000-06,288.911
54.5,8.75,2000-07,289.358
54.5,8.75,2000-08,291.257
54.5,8.75,2000-09,288.946
54.5,8.75,2000-10,285.913
54.5,8.75,2000-11,282.161
54.5,8.75,2000-12,279.688
54.5,8.75,2001-01,276.419
54.5,8.75,2001-02,275.866
54.5,8.75,2001-03,276.240
54.5,8.75,2001-04,279.138
54.5,8.75,2001-05,285.023
54.5,8.75,2001-06,287.906
54.5,8.75,2001-07,292.463
54.5,8.75,2001-08,292.761
54.5,8.75,2001-09,288.746
54.5,8.75,2001-10,286.794
54.5,8.75,2001-11,282.068
54.5,8.75,2001-12,278.023
54.5,8.75,2002-01,275.338
54.5,8.75,2002-02,278.316
54.5,8.75,2002-03,278.330
54.5,8.75,2002-04,281.338
54.5,8.75,2002-05,285.855
54.5,8.75,2002-06,290.593
54.5,8.75,2002-07,290.928
54.5,8.75,2002-08,294.077
54.5,8.75,2002-09,291.534
54.5,8.75,2002-10,285.138
54.5,8.75,2002-11,280.385
54.5,8.75,2002-12,277.340
54.5,8.75,2003-01,274.765
54.5,8.75,2003-02,274.168
54.5,8.75,2003-03,276.761
54.5,8.75,2003-04,280.560
54.5,8.75,2003-05,286.289
54.5,8.75,2003-06,290.839
54.5,8.75,2003-07,292.817
54.5,8.75,2003-08,294.130
54.5,8.75,2003-09,289.994
54.5,8.75,2003-10,284.464
54.5,8.75,2003-11,280.355
54.5,8.75,2003-12,278.553
54.5,8.75,2004-01,276.006
54.5,8.75,2004-02,276.296
54.5,8.75,2004-03,277.046
54.5,8.75,2004-04,281.687
54.5,8.75,2004-05,285.584
54.5,8.75,2004-06,288.897
54.5,8.75,2004-07,290.497
54.5,8.75,2004-08,293.518
54.5,8.75,2004-09,289.242
54.5,8.75,2004-10,285.041
54.5,8.75,2004-11,281.465
54.5,8.75,2004-12,278.599
54.5,8.75,2005-01,277.540
54.5,8.75,2005-02,275.214
54.5,8.75,2005-03,275.541
54.5,8.75,2005-04,280.995
54.5,8.75,2005-05,284.994
54.5,8.75,2005-06,288.644
54.5,8.75,2005-07,292.621
54.5,8.75,2005-08,290.542
54.5,8.75,2005-09,290.196
54.5,8.75,2005-10,286.586
54.5,8.75,2005-11,283.532
54.5,8.75,2005-12,278.584
54.5,8.75,2006-01,274.742
54.5,8.75,2006-02,274.819
54.5,8.75,2006-03,274.782
54.5,8.75,2006-04,280.053
54.5,8.75,2006-05,285.279
54.5,8.75,2006-06,289.212
54.5,8.75,2006-07,294.764
54.5,8.75,2006-08,293.400
54.5,8.75,2006-09,290.694
54.5,8.75,2006-10,287.964
54.5,8.75,2006-11,282.889
54.5,8.75,2006-12,280.827
54.5,8.75,2007-01,279.323
54.5,8.75,2007-02,277.418
54.5,8.75,2007-03,279.534
54.5,8.75,2007-04,283.367
54.5,8.75,2007-05,287.326
54.5,8.75,2007-06,291.059
54.5,8.75,2007-07,291.387
54.5,8.75,2007-08,291.872
54.5,8.75,2007-09,288.251
54.5,8.75,2007-10,285.439
54.5,8.75,2007-11,280.671
54.5,8.75,2007-12,278.166
54.5,8.75,2008-01,277.002
54.5,8.75,2008-02,277.425
54.5,8.75,2008-03,278.476
54.5,8.75,2008-04,281.285
54.5,8.75,2008-05,287.335
54.5,8.75,2008-06,290.067
54.5,8.75,2008-07,291.660
54.5,8.75,2008-08,291.709
54.5,8.75,2008-09,289.204
54.5,8.75,2008-10,285.219
54.5,8.75,2008-11,281.486
54.5,8.75,2008-12,277.677
54.5,8.75,2009-01,275.229
54.5,8.75,2009-02,274.831
54.5,8.75,2009-03,277.531
54.5,8.75,2009-04,282.774
54.5,8.75,2009-05,286.628
54.5,8.75,2009-06,288.533
54.5,8.75,2009-07,292.472
54.5,8.75,2009-08,292.545
54.5,8.75,2009-09,289.494
54.5,8.75,2009-10,284.093
54.5,8.75,2009-11,281.849
54.5,8.75,2009-12,278.832
54.5,8.75,2010-01,274.567
54.5,8.75,2010-02,272.821
54.5,8.75,2010-03,275.317
54.5,8.75,2010-04,281.193
54.5,8.75,2010-05,284.009
54.5,8.75,2010-06,288.863
54.5,8.75,2010-07,294.076
54.5,8.75,2010-08,292.367
54.5,8.75,2010-09,288.463
54.5,8.75,2010-10,284.646
54.5,8.75,2010-11,280.861
54.75,8.5,1993-01,276.490
54.75,8.5,1993-02,276.602
54.75,8.5,1993-03,276.437
54.75,8.5,1993-04,279.619
54.75,8.5,1993-05,285.384
54.75,8.5,1993-06,288.355
54.75,8.5,1993-07,289.110
54.75,8.5,1993-08,289.717
54.75,8.5,1993-09,287.157
54.75,8.5,1993-10,284.093
54.75,8.5,1993-11,279.954
54.75,8.5,1993-12,277.082
54.75,8.5,1994-01,276.290
54.75,8.5,1994-02,275.182
54.75,8.5,1994-03,276.134
54.75,8.5,1994-04,280.044
54.75,8.5,1994-05,284.671
54.75,8.5,1994-06,287.453
54.75,8.5,1994-07,293.101
54.75,8.5,1994-08,292.688
54.75,8.5,1994-09,288.409
54.75,8.5,1994-10,284.333
54.75,8.5,1994-11,281.470
54.75,8.5,1994-12,279.478
54.75,8.5,1995-01,276.722
54.75,8.5,1995-02,276.823
54.75,8.5,1995-03,277.544
54.75,8.5,1995-04,280.105
54.75,8.5,1995-05,284.085
54.75,8.5,1995-06,287.746
54.75,8.5,1995-07,291.553
54.75,8.5,1995-08,293.553
54.75,8.5,1995-09,289.496
54.75,8.5,1995-10,286.045
54.75,8.5,1995-11,281.008
54.75,8.5,1995-12,276.776
54.75,8.5,1996-01,274.661
54.75,8.5,1996-02,272.019
54.75,8.5,1996-03,273.129
54.75,8.5,1996-04,277.869
54.75,8.5,1996-05,282.419
54.75,8.5,1996-06,286.765
54.75,8.5,1996-07,288.905
54.75,8.5,1996-08,292.004
54.75,8.5,1996-09,288.794
54.75,8.5,1996-10,285.220
54.75,8.5,1996-11,281.684
54.75,8.5,1996-12,276.603
54.75,8.5,1997-01,273.123
54.75,8.5,1997-02,274.972
54.75,8.5,1997-03,278.032
54.75,8.5,1997-04,279.874
54.75,8.5,1997-05,283.684
54.75,8.5,1997-06,288.445
54.75,8.5,1997-07,292.073
54.75,8.5,1997-08,294.639
54.75,8.5,1997-09,290.321
54.75,8.5,1997-10,285.198
54.75,8.5,1997-11,279.960
54.75,8.5,1997-12,277.619
54.75,8.5,1998-01,276.892
54.75,8.5,1998-02,276.312
54.75,8.5,1998-03,278.065
54.75,8.5,1998-04,280.816
54.75,8.5,1998-05,285.627
54.75,8.5,1998-06,289.095
54.75,8.5,1998-07,289.935
54.75,8.5,1998-08,290.655
54.75,8.5,1998-09,288.154
54.75,8.5,1998-10,284.244
54.75,8.5,1998-11,280.101
54.75,8.5,1998-12,276.587
54.75,8.5,1999-01,276.263
54.75,8.5,1999-02,275.975
54.75,8.5,1999-03,277.286
54.75,8.5,1999-04,281.276
54.75,8.5,1999-05,284.857
54.75,8.5,1999-06,289.294
54.75,8.5,1999-07,291.742
54.75,8.5,1999-08,292.145
54.75,8.5,1999-09,291.455
54.75,8.5,1999-10,286.027
54.75,8.5,1999-11,281.708
54.75,8.5,1999-12,278.321
54.75,8.5,2000-01,276.610
54.75,8.5,2000-02,277.192
54.75,8.5,2000-03,278.209
54.75,8.5,2000-04,280.835
54.75,8.5,2000-05,286.821
54.75,8.5,2000-06,288.428
54.75,8.5,2000-07,289.084
54.75,8.5,2000-08,290.954
54.75,8.5,2000-09,288.967
54.75,8.5,2000-10,285.906
54.75,8.5,2000-11,282.185
54.75,8.5,2000-12,279.936
54.75,8.5,2001-01,276.489
54.75,8.5,2001-02,275.840
54.75,8.5,2001-03,276.087
54.75,8.5,2001-04,278.756
54.75,8.5,2001-05,284.108
54.75,8.5,2001-06,287.475
54.75,8.5,2001-07,291.965
54.75,8.5,2001-08,292.500
54.75,8.5,2001-09,288.915
54.75,8.5,2001-10,286.784
54.75,8.5,2001-11,282.286
54.75,8.5,2001-12,278.308
54.75,8.5,2002-01,275.615
54.75,8.5,2002-02,278.282
54.75,8.5,2002-03,278.317
54.75,8.5,2002-04,281.082
54.75,8.5,2002-05,285.512
54.75,8.5,2002-06,290.302
54.75,8.5,2002-07,290.604
54.75,8.5,2002-08,293.820
54.75,8.5,2002-09,291.561
54.75,8.5,2002-10,285.345
54.75,8.5,2002-11,280.389
54.75,8.5,2002-12,277.369
54.75,8.5,2003-01,274.932
54.75,8.5,2003-02,274.282
54.75,8.5,2003-03,276.554
54.75,8.5,2003-04,280.297
54.75,8.5,2003-05,285.640
54.75,8.5,2003-06,290.140
54.75,8.5,2003-07,292.518
54.75,8.5,2003-08,293.848
54.75,8.5,2003-09,290.039
54.75,8.5,2003-10,284.838
54.75,8.5,2003-11,280.512
54.75,8.5,2003-12,278.854
54.75,8.5,2004-01,276.014
54.75,8.5,2004-02,276.374
54.75,8.5,2004-03,277.001
54.75,8.5,2004-04,281.275
54.75,8.5,2004-05,285.170
54.75,8.5,2004-06,288.472
